Experiment	Lawn_bacterium	Plate	Colony	Measurement	Colony_diameter	Halo_diameter
III	R50	3	Top_right	4	1.325	1.598
III	R50	3	Top_right	5	1.292	1.536
III	R50	4	Top_right	1	1.381	1.676
III	R50	4	Top_right	2	1.346	1.694
III	R50	4	Top_right	3	1.37	1.633
III	R50	4	Top_right	4	1.42	1.698
III	R50	4	Top_right	5	1.364	1.628
III	R50	5	Top_right	1	1.366	1.765
III	R50	5	Top_right	2	1.316	1.766
III	R50	5	Top_right	3	1.413	1.733
III	R50	5	Top_right	4	1.372	1.718
III	R50	5	Top_right	5	1.357	1.73
III	S728	1	Top_right	1	1.827	5
III	S728	1	Top_right	2	1.747	5
III	S728	1	Top_right	3	1.75	5
III	S728	1	Top_right	4	1.779	5
III	S728	1	Top_right	5	1.791	5
III	S728	2	Top_right	1	1.836	5
III	S728	2	Top_right	2	1.791	5
III	S728	2	Top_right	3	1.876	5
III	S728	2	Top_right	4	1.819	5
III	S728	2	Top_right	5	1.819	5
III	S728	3	Top_right	1	1.719	5
III	S728	3	Top_right	2	1.628	5
III	S728	3	Top_right	3	1.66	5
III	S728	3	Top_right	4	1.693	5
III	S728	3	Top_right	5	1.659	5
III	S728	4	Top_right	1	1.806	5
III	S728	4	Top_right	2	1.836	5
III	S728	4	Top_right	3	1.907	5
III	S728	4	Top_right	4	1.875	5
III	S728	4	Top_right	5	1.885	5
III	S728	5	Top_right	1	1.568	5
III	S728	5	Top_right	2	1.574	5
III	S728	5	Top_right	3	1.553	5
III	S728	5	Top_right	4	1.634	5
III	S728	5	Top_right	5	1.563	5
IV	R105	1	Top_right	1	1.093	2.673
IV	R105	1	Top_right	2	1.027	2.568
IV	R105	1	Top_right	3	1.1	2.695
IV	R105	1	Top_right	4	1.066	2.584
IV	R105	1	Top_right	5	1.069	2.478
IV	R105	2	Top_right	1	1.022	2.622
IV	R105	2	Top_right	2	0.996	2.67
IV	R105	2	Top_right	3	1.076	2.696
IV	R105	2	Top_right	4	1.054	2.658
IV	R105	2	Top_right	5	1.024	2.673
IV	R105	3	Top_right	1	0.994	2.941
IV	R105	3	Top_right	2	0.953	2.941
IV	R105	3	Top_right	3	1.035	2.955
IV	R105	3	Top_right	4	1.042	2.851
IV	R105	3	Top_right	5	1.027	2.833
IV	R105	4	Top_right	1	1.016	2.745
IV	R105	4	Top_right	2	0.991	2.726
IV	R105	4	Top_right	3	1.056	2.782
IV	R105	4	Top_right	4	1.056	2.698
IV	R105	4	Top_right	5	1.024	2.661
IV	R105	5	Top_right	1	0.987	3.479
IV	R105	5	Top_right	2	0.954	3.41
IV	R105	5	Top_right	3	1.034	3.333
IV	R105	5	Top_right	4	0.993	3.41
IV	R105	5	Top_right	5	0.963	3.397
IV	R1334	1	Top_right	1	1.681	5
IV	R1334	1	Top_right	2	1.614	5
IV	R1334	1	Top_right	3	1.605	5
IV	R1334	1	Top_right	4	1.645	5
IV	R1334	1	Top_right	5	1.645	5
IV	R1334	2	Top_right	1	1.612	5
IV	R1334	2	Top_right	2	1.598	5
IV	R1334	2	Top_right	3	1.625	5
IV	R1334	2	Top_right	4	1.614	5
IV	R1334	2	Top_right	5	1.607	5
IV	R1334	3	Top_right	1	1.688	5
IV	R1334	3	Top_right	2	1.634	5
IV	R1334	3	Top_right	3	1.641	5
IV	R1334	3	Top_right	4	1.679	5
IV	R1334	3	Top_right	5	1.676	5
IV	R1334	4	Top_right	1	1.667	5
IV	R1334	4	Top_right	2	1.601	5
IV	R1334	4	Top_right	3	1.648	5
IV	R1334	4	Top_right	4	1.657	5
IV	R1334	4	Top_right	5	1.655	5
IV	R1334	5	Top_right	1	1.682	5
IV	R1334	5	Top_right	2	1.595	5
IV	R1334	5	Top_right	3	1.652	5
IV	R1334	5	Top_right	4	1.635	5
IV	R1334	5	Top_right	5	1.655	5
IV	R483D1	1	Top_right	1	1.685	3.14
IV	R483D1	1	Top_right	2	1.578	3.125
IV	R483D1	1	Top_right	3	1.667	3.179
IV	R483D1	1	Top_right	4	1.665	3.161
IV	R483D1	1	Top_right	5	1.65	3.151
IV	R483D1	2	Top_right	1	1.58	3.143
IV	R483D1	2	Top_right	2	1.551	3.018
IV	R483D1	2	Top_right	3	1.598	3.243
IV	R483D1	2	Top_right	4	1.6	3.208
IV	R483D1	2	Top_right	5	1.58	3.144
IV	R483D1	3	Top_right	1	1.527	3.036
IV	R483D1	3	Top_right	2	1.497	3.054
IV	R483D1	3	Top_right	3	1.53	3.188
IV	R483D1	3	Top_right	4	1.53	3.349
IV	R483D1	3	Top_right	5	1.518	3.182
IV	R483D1	4	Top_right	1	1.581	3.091
IV	R483D1	4	Top_right	2	1.53	3
IV	R483D1	4	Top_right	3	1.563	3.075
IV	R483D1	4	Top_right	4	1.579	3.108
IV	R483D1	4	Top_right	5	1.545	3.089
IV	R483D1	5	Top_right	1	1.649	3.267
IV	R483D1	5	Top_right	2	1.613	3.182
IV	R483D1	5	Top_right	3	1.698	3.332
IV	R483D1	5	Top_right	4	1.66	3.286
IV	R483D1	5	Top_right	5	1.67	3.274
IV	R670	1	Top_right	1	1.645	3.044
IV	R670	1	Top_right	2	1.747	3.126
IV	R670	1	Top_right	3	1.682	3.032
IV	R670	1	Top_right	4	1.734	3.082
IV	R670	1	Top_right	5	1.726	3.052
IV	R670	2	Top_right	1	1.714	3.272
IV	R670	2	Top_right	2	1.652	3.283
IV	R670	2	Top_right	3	1.73	3.312
IV	R670	2	Top_right	4	1.699	3.281
IV	R670	2	Top_right	5	1.702	3.294
IV	R670	3	Top_right	1	1.583	2.983
IV	R670	3	Top_right	2	1.542	3.158
IV	R670	3	Top_right	3	1.597	3.244
IV	R670	3	Top_right	4	1.591	3.277
IV	R670	3	Top_right	5	1.574	3.246
IV	R670	4	Top_right	1	1.646	3.347
IV	R670	4	Top_right	2	1.616	3.322
IV	R670	4	Top_right	3	1.672	3.327
IV	R670	4	Top_right	4	1.673	3.325
IV	R670	4	Top_right	5	1.646	3.327
IV	R670	5	Top_right	1	1.501	3.378
IV	R670	5	Top_right	2	1.431	3.372
IV	R670	5	Top_right	3	1.54	3.35
IV	R670	5	Top_right	4	1.516	3.467
IV	R670	5	Top_right	5	1.493	3.336
IV	S728	1	Top_right	1	1.72	5
IV	S728	1	Top_right	2	1.607	5
IV	S728	1	Top_right	3	1.731	5
IV	S728	1	Top_right	4	1.717	5
IV	S728	1	Top_right	5	1.72	5
IV	S728	2	Top_right	1	1.741	5
IV	S728	2	Top_right	2	1.542	5
IV	S728	2	Top_right	3	1.66	5
IV	S728	2	Top_right	4	1.741	5
IV	S728	2	Top_right	5	1.741	5
IV	S728	3	Top_right	1	1.747	5
IV	S728	3	Top_right	2	1.667	5
IV	S728	3	Top_right	3	1.782	5
IV	S728	3	Top_right	4	1.804	5
IV	S728	3	Top_right	5	1.753	5
IV	S728	4	Top_right	1	1.58	5
IV	S728	4	Top_right	2	1.54	5
IV	S728	4	Top_right	3	1.619	5
IV	S728	4	Top_right	4	1.588	5
IV	S728	4	Top_right	5	1.578	5
IV	S728	5	Top_right	1	1.688	5
IV	S728	5	Top_right	2	1.604	5
IV	S728	5	Top_right	3	1.683	5
IV	S728	5	Top_right	4	1.7	5
IV	S728	5	Top_right	5	1.679	5
IV	S782	1	Top_right	1	1.071	3.99
IV	S782	1	Top_right	2	1.177	3.969
IV	S782	1	Top_right	3	1.164	3.994
IV	S782	1	Top_right	4	1.15	4.032
IV	S782	1	Top_right	5	1.042	3.975
IV	S782	2	Top_right	1	1.101	4.072
IV	S782	2	Top_right	2	1.039	4.115
IV	S782	2	Top_right	3	1.122	4.112
IV	S782	2	Top_right	4	1.124	4.086
IV	S782	2	Top_right	5	1.075	4.139
IV	S782	3	Top_right	1	1.037	4.154
IV	S782	3	Top_right	2	1.001	4.085
IV	S782	3	Top_right	3	1.05	4.09
IV	S782	3	Top_right	4	1.087	4.172
IV	S782	3	Top_right	5	1.037	4.158
IV	S782	4	Top_right	1	1.036	4.197
IV	S782	4	Top_right	2	1.009	4.277
IV	S782	4	Top_right	3	1.016	4.228
IV	S782	4	Top_right	4	1.053	4.233
IV	S782	4	Top_right	5	1.027	4.247
IV	S782	5	Top_right	1	1.02	4.318
IV	S782	5	Top_right	2	1.004	4.389
IV	S782	5	Top_right	3	1.047	4.353
IV	S782	5	Top_right	4	1.028	4.349
IV	S782	5	Top_right	5	1.04	4.378
V	R29	1	Top_right	1	0.939	2.952
V	R29	1	Top_right	2	0.887	2.969
V	R29	1	Top_right	3	0.926	3.02
V	R29	1	Top_right	4	0.923	2.944
V	R29	1	Top_right	5	0.931	3.089
V	R29	2	Top_right	1	0.941	2.686
V	R29	2	Top_right	2	0.888	2.699
V	R29	2	Top_right	3	0.921	2.677
V	R29	2	Top_right	4	0.929	2.571
V	R29	2	Top_right	5	0.954	2.72
V	R29	3	Top_right	1	0.855	2.884
V	R29	3	Top_right	2	0.828	2.98
V	R29	3	Top_right	3	0.85	2.895
V	R29	3	Top_right	4	0.865	2.955
V	R29	3	Top_right	5	0.857	2.92
V	R29	4	Top_right	1	0.991	2.875
V	R29	4	Top_right	2	0.961	2.918
V	R29	4	Top_right	3	0.989	2.972
V	R29	4	Top_right	4	0.973	2.943
V	R29	4	Top_right	5	0.989	2.88
V	R29	5	Top_right	1	1.009	2.726
V	R29	5	Top_right	2	0.974	2.792
V	R29	5	Top_right	3	1.002	2.756
V	R29	5	Top_right	4	0.995	2.589
V	R29	5	Top_right	5	1.022	2.643
V	R85	1	Top_right	1	0.802	2.034
V	R85	1	Top_right	2	0.751	2
V	R85	1	Top_right	3	0.792	1.979
V	R85	1	Top_right	4	0.81	2.044
V	R85	1	Top_right	5	0.799	2.052
V	R85	2	Top_right	1	0.797	2.915
V	R85	2	Top_right	2	0.763	2.762
V	R85	2	Top_right	3	0.789	2.939
V	R85	2	Top_right	4	0.792	2.933
V	R85	2	Top_right	5	0.799	2.936
V	R85	3	Top_right	1	0.801	1.977
V	R85	3	Top_right	2	0.767	2.09
V	R85	3	Top_right	3	0.795	2.023
V	R85	3	Top_right	4	0.803	2.013
V	R85	3	Top_right	5	0.804	1.898
V	R85	4	Top_right	1	0.802	2.322
V	R85	4	Top_right	2	0.767	2.389
V	R85	4	Top_right	3	0.791	2.323
V	R85	4	Top_right	4	0.801	2.441
V	R85	4	Top_right	5	0.801	2.406
V	R85	5	Top_right	1	0.797	2.256
V	R85	5	Top_right	2	0.761	2.463
V	R85	5	Top_right	3	0.787	2.44
V	R85	5	Top_right	4	0.791	2.367
V	R85	5	Top_right	5	0.795	2.491
V	Rs	5	Mid_right	1	0.754	0.865
V	Rs	5	Mid_right	2	0.708	0.848
V	Rs	5	Mid_right	3	0.736	0.843
V	Rs	5	Mid_right	4	0.731	0.851
V	Rs	5	Mid_right	5	0.738	0.898
V	Rs	5	Mid_left	1	0.706	0.761
V	Rs	5	Mid_left	2	0.657	0.6824
V	Rs	5	Mid_left	3	0.685	0.7218
V	Rs	5	Mid_left	4	0.717	0.7604
V	Rs	5	Mid_left	5	0.702	0.7482
V	Rs	5	Bottom_right	1	0.801	1.054
V	Rs	5	Bottom_right	2	0.747	1.085
V	Rs	5	Bottom_right	3	0.776	1.042
V	Rs	5	Bottom_right	4	0.79	1.051
V	Rs	5	Bottom_right	5	0.794	1.007
V	Rs	5	Bottom_left	1	0.768	0.8704
V	Rs	5	Bottom_left	2	0.716	0.7928
V	Rs	5	Bottom_left	3	0.761	0.8442
V	Rs	5	Bottom_left	4	0.76	0.8604
V	Rs	5	Bottom_left	5	0.771	0.8438
V	Rs	5	Bottom_center	1	0.712	0.987
V	Rs	5	Bottom_center	2	0.66	1.017
V	Rs	5	Bottom_center	3	0.702	1.025
V	Rs	5	Bottom_center	4	0.706	1.009
V	Rs	5	Bottom_center	5	0.705	1.017
V	S805	1	Top_right	1	0.976	3.368
V	S805	1	Top_right	2	0.926	3.514
V	S805	1	Top_right	3	0.959	3.392
V	S805	1	Top_right	4	0.964	3.518
V	S805	1	Top_right	5	0.972	3.358
V	S805	2	Top_right	1	0.951	3.344
V	S805	2	Top_right	2	0.911	2.951
V	S805	2	Top_right	3	0.943	3.155
V	S805	2	Top_right	4	0.944	3.387
V	S805	2	Top_right	5	0.948	3.11
V	S805	3	Top_right	1	0.942	2.821
V	S805	3	Top_right	2	0.89	2.729
V	S805	3	Top_right	3	0.935	2.779
V	S805	3	Top_right	4	0.931	2.747
V	S805	3	Top_right	5	0.938	2.744
V	S805	4	Top_right	1	0.944	2.756
V	S805	4	Top_right	2	0.898	2.799
V	S805	4	Top_right	3	0.932	2.776
V	S805	4	Top_right	4	0.921	2.824
V	S805	4	Top_right	5	0.939	2.875
V	S805	5	Top_right	1	0.905	2.511
V	S805	5	Top_right	2	0.867	2.624
V	S805	5	Top_right	3	0.903	2.617
V	S805	5	Top_right	4	0.894	2.592
V	S805	5	Top_right	5	0.909	2.658
