Experiment	Lawn_bacterium	Plate	Colony	Measurement	Colony_diameter	Halo_diameter
I	R4	1	Bottom_right	3	1.296	2.636
I	R4	1	Bottom_right	4	1.279	2.732
I	R4	1	Bottom_right	5	1.274	2.771
I	R4	2	Bottom_right	1	1.268	2.446
I	R4	2	Bottom_right	2	1.223	2.464
I	R4	2	Bottom_right	3	1.286	2.408
I	R4	2	Bottom_right	4	1.281	2.459
I	R4	2	Bottom_right	5	1.295	2.411
I	R4	3	Bottom_right	1	1.2	2.969
I	R4	3	Bottom_right	2	1.156	3.004
I	R4	3	Bottom_right	3	1.232	2.99
I	R4	3	Bottom_right	4	1.206	2.992
I	R4	3	Bottom_right	5	1.192	2.848
I	R4	4	Bottom_right	1	1.338	3.143
I	R4	4	Bottom_right	2	1.276	3.11
I	R4	4	Bottom_right	3	1.361	3.066
I	R4	4	Bottom_right	4	1.33	3.12
I	R4	4	Bottom_right	5	1.351	3.146
I	R4	5	Bottom_right	1	1.284	2.775
I	R4	5	Bottom_right	2	1.226	2.865
I	R4	5	Bottom_right	3	1.293	2.856
I	R4	5	Bottom_right	4	1.287	2.74
I	R4	5	Bottom_right	5	1.289	2.757
I	R553	1	Bottom_right	1	1.39	2.129
I	R553	1	Bottom_right	2	1.356	2.164
I	R553	1	Bottom_right	3	1.398	2.219
I	R553	1	Bottom_right	4	1.378	2.247
I	R553	1	Bottom_right	5	1.382	2.163
I	R553	2	Bottom_right	1	1.39	2.347
I	R553	2	Bottom_right	2	1.373	2.324
I	R553	2	Bottom_right	3	1.416	2.318
I	R553	2	Bottom_right	4	1.408	2.373
I	R553	2	Bottom_right	5	1.382	2.312
I	R553	3	Bottom_right	1	1.452	2.382
I	R553	3	Bottom_right	2	1.393	2.407
I	R553	3	Bottom_right	3	1.435	2.487
I	R553	3	Bottom_right	4	1.411	2.549
I	R553	3	Bottom_right	5	1.429	2.514
I	R553	4	Bottom_right	1	1.465	2.43
I	R553	4	Bottom_right	2	1.402	2.417
I	R553	4	Bottom_right	3	1.484	2.47
I	R553	4	Bottom_right	4	1.44	2.503
I	R553	4	Bottom_right	5	1.465	2.442
I	R553	5	Bottom_right	1	1.55	2.852
I	R553	5	Bottom_right	2	1.479	2.817
I	R553	5	Bottom_right	3	1.547	2.824
I	R553	5	Bottom_right	4	1.534	2.81
I	R553	5	Bottom_right	5	1.563	2.817
I	R667	1	Bottom_right	1	1.5	2.41
I	R667	1	Bottom_right	2	1.455	2.41
I	R667	1	Bottom_right	3	1.487	2.481
I	R667	1	Bottom_right	4	1.471	2.427
I	R667	1	Bottom_right	5	1.482	2.357
I	R667	2	Bottom_right	1	1.452	2.752
I	R667	2	Bottom_right	2	1.369	2.867
I	R667	2	Bottom_right	3	1.467	2.822
I	R667	2	Bottom_right	4	1.432	2.758
I	R667	2	Bottom_right	5	1.435	2.867
I	R667	3	Bottom_right	1	1.468	2.678
I	R667	3	Bottom_right	2	1.408	2.681
I	R667	3	Bottom_right	3	1.48	2.602
I	R667	3	Bottom_right	4	1.483	2.619
I	R667	3	Bottom_right	5	1.451	2.627
I	R667	4	Bottom_right	1	1.468	2.609
I	R667	4	Bottom_right	2	1.442	2.609
I	R667	4	Bottom_right	3	1.489	2.602
I	R667	4	Bottom_right	4	1.465	2.523
I	R667	4	Bottom_right	5	1.417	2.62
I	R667	5	Bottom_right	1	1.491	2.661
I	R667	5	Bottom_right	2	1.438	2.619
I	R667	5	Bottom_right	3	1.512	2.677
I	R667	5	Bottom_right	4	1.504	2.626
I	R667	5	Bottom_right	5	1.473	2.643
II	R483D2	1	Bottom_right	1	1.54	3.327
II	R483D2	1	Bottom_right	2	1.477	3.286
II	R483D2	1	Bottom_right	3	1.577	3.248
II	R483D2	1	Bottom_right	4	1.53	3.279
II	R483D2	1	Bottom_right	5	1.504	3.267
II	R483D2	2	Bottom_right	1	1.568	3.359
II	R483D2	2	Bottom_right	2	1.508	3.243
II	R483D2	2	Bottom_right	3	1.582	3.309
II	R483D2	2	Bottom_right	4	1.533	3.225
II	R483D2	2	Bottom_right	5	1.557	3.328
II	R483D2	3	Bottom_right	1	1.491	3.186
II	R483D2	3	Bottom_right	2	1.473	3.361
II	R483D2	3	Bottom_right	3	1.495	3.102
II	R483D2	3	Bottom_right	4	1.504	3.461
II	R483D2	3	Bottom_right	5	1.515	3.354
II	R483D2	4	Bottom_right	1	1.575	3.511
II	R483D2	4	Bottom_right	2	1.521	3.476
II	R483D2	4	Bottom_right	3	1.568	3.471
II	R483D2	4	Bottom_right	4	1.54	3.522
II	R483D2	4	Bottom_right	5	1.575	3.504
II	R483D2	5	Bottom_right	1	1.52	3.516
II	R483D2	5	Bottom_right	2	1.467	3.432
II	R483D2	5	Bottom_right	3	1.509	3.463
II	R483D2	5	Bottom_right	4	1.498	3.437
II	R483D2	5	Bottom_right	5	1.512	3.405
II	R930	1	Bottom_right	1	1.212	2.408
II	R930	1	Bottom_right	2	1.18	2.478
II	R930	1	Bottom_right	3	1.227	2.416
II	R930	1	Bottom_right	4	1.244	2.458
II	R930	1	Bottom_right	5	1.215	2.427
II	R930	2	Bottom_right	1	1.251	2.782
II	R930	2	Bottom_right	2	1.209	2.621
II	R930	2	Bottom_right	3	1.267	2.73
II	R930	2	Bottom_right	4	1.284	2.615
II	R930	2	Bottom_right	5	1.251	2.698
II	R930	3	Bottom_right	1	1.26	2.812
II	R930	3	Bottom_right	2	1.218	2.839
II	R930	3	Bottom_right	3	1.281	2.936
II	R930	3	Bottom_right	4	1.267	2.793
II	R930	3	Bottom_right	5	1.248	2.833
II	R930	4	Bottom_right	1	1.251	2.657
II	R930	4	Bottom_right	2	1.221	2.674
II	R930	4	Bottom_right	3	1.263	2.688
II	R930	4	Bottom_right	4	1.266	2.639
II	R930	4	Bottom_right	5	1.251	2.662
II	R930	5	Bottom_right	1	1.21	2.781
II	R930	5	Bottom_right	2	1.168	3.068
II	R930	5	Bottom_right	3	1.221	3.103
II	R930	5	Bottom_right	4	1.215	3.119
II	R930	5	Bottom_right	5	1.213	3.157
II	S736	1	Bottom_right	1	1.348	5
II	S736	1	Bottom_right	2	1.285	5
II	S736	1	Bottom_right	3	1.362	5
II	S736	1	Bottom_right	4	1.352	5
II	S736	1	Bottom_right	5	1.358	5
II	S736	2	Bottom_right	1	1.358	5
II	S736	2	Bottom_right	2	1.307	5
II	S736	2	Bottom_right	3	1.343	5
II	S736	2	Bottom_right	4	1.361	5
II	S736	2	Bottom_right	5	1.326	5
II	S736	3	Bottom_right	1	1.063	5
II	S736	3	Bottom_right	2	1.044	5
II	S736	3	Bottom_right	3	1.075	5
II	S736	3	Bottom_right	4	1.082	5
II	S736	3	Bottom_right	5	1.053	5
II	S736	4	Bottom_right	1	1.08	5
II	S736	4	Bottom_right	2	1.048	5
II	S736	4	Bottom_right	3	1.075	5
II	S736	4	Bottom_right	4	1.085	5
II	S736	4	Bottom_right	5	1.079	5
II	S736	5	Bottom_right	1	1.253	5
II	S736	5	Bottom_right	2	1.208	5
II	S736	5	Bottom_right	3	1.235	5
II	S736	5	Bottom_right	4	1.239	5
II	S736	5	Bottom_right	5	1.262	5
III	R179	1	Bottom_right	1	1.417	2.121
III	R179	1	Bottom_right	2	1.377	2.104
III	R179	1	Bottom_right	3	1.402	2.28
III	R179	1	Bottom_right	4	1.393	2.229
III	R179	1	Bottom_right	5	1.388	2.192
III	R179	2	Bottom_right	1	1.288	2.584
III	R179	2	Bottom_right	2	1.288	2.513
III	R179	2	Bottom_right	3	1.304	2.609
III	R179	2	Bottom_right	4	1.27	2.605
III	R179	2	Bottom_right	5	1.287	2.513
III	R179	3	Bottom_right	1	1.292	2.697
III	R179	3	Bottom_right	2	1.287	2.815
III	R179	3	Bottom_right	3	1.239	2.828
III	R179	3	Bottom_right	4	1.285	2.71
III	R179	3	Bottom_right	5	1.273	2.719
III	R179	4	Bottom_right	1	1.243	2.837
III	R179	4	Bottom_right	2	1.167	2.951
III	R179	4	Bottom_right	3	1.269	2.859
III	R179	4	Bottom_right	4	1.252	2.804
III	R179	4	Bottom_right	5	1.259	2.992
III	R179	5	Bottom_right	1	1.364	3.036
III	R179	5	Bottom_right	2	1.354	3.126
III	R179	5	Bottom_right	3	1.388	2.946
III	R179	5	Bottom_right	4	1.343	2.937
III	R179	5	Bottom_right	5	1.379	2.949
III	R402	1	Bottom_right	1	1.212	1.687
III	R402	1	Bottom_right	2	1.176	1.794
III	R402	1	Bottom_right	3	1.197	1.742
III	R402	1	Bottom_right	4	1.215	1.773
III	R402	1	Bottom_right	5	1.215	1.699
III	R402	2	Bottom_right	1	1.207	1.831
III	R402	2	Bottom_right	2	1.185	1.901
III	R402	2	Bottom_right	3	1.239	1.93
III	R402	2	Bottom_right	4	1.227	1.925
III	R402	2	Bottom_right	5	1.219	1.865
III	R402	3	Bottom_right	1	1.239	1.979
III	R402	3	Bottom_right	2	1.145	2.085
III	R402	3	Bottom_right	3	1.223	2.096
III	R402	3	Bottom_right	4	1.241	2.032
III	R402	3	Bottom_right	5	1.248	1.98
III	R402	4	Bottom_right	1	1.251	1.997
III	R402	4	Bottom_right	2	1.17	2.044
III	R402	4	Bottom_right	3	1.235	1.99
III	R402	4	Bottom_right	4	1.246	2.039
III	R402	4	Bottom_right	5	1.248	1.902
III	R402	5	Bottom_right	1	1.185	2.157
III	R402	5	Bottom_right	2	1.145	2.212
III	R402	5	Bottom_right	3	1.208	2.25
III	R402	5	Bottom_right	4	1.188	2.216
III	R402	5	Bottom_right	5	1.149	2.139
III	R50	1	Bottom_right	1	1.396	1.586
III	R50	1	Bottom_right	2	1.337	1.587
III	R50	1	Bottom_right	3	1.409	1.554
III	R50	1	Bottom_right	4	1.419	1.632
III	R50	1	Bottom_right	5	1.378	1.622
III	R50	2	Bottom_right	1	1.144	1.516
III	R50	2	Bottom_right	2	1.105	1.515
III	R50	2	Bottom_right	3	1.153	1.501
III	R50	2	Bottom_right	4	1.158	1.54
III	R50	2	Bottom_right	5	1.135	1.534
III	R50	3	Bottom_right	1	1.328	1.568
III	R50	3	Bottom_right	2	1.283	1.586
III	R50	3	Bottom_right	3	1.353	1.64
III	R50	3	Bottom_right	4	1.357	1.679
III	R50	3	Bottom_right	5	1.343	1.606
III	R50	4	Bottom_right	1	1.132	1.623
III	R50	4	Bottom_right	2	1.096	1.59
III	R50	4	Bottom_right	3	1.152	1.583
III	R50	4	Bottom_right	4	1.173	1.613
III	R50	4	Bottom_right	5	1.138	1.664
III	R50	5	Bottom_right	1	1.357	1.604
III	R50	5	Bottom_right	2	1.316	1.676
III	R50	5	Bottom_right	3	1.358	1.667
III	R50	5	Bottom_right	4	1.387	1.664
III	R50	5	Bottom_right	5	1.355	1.711
III	S728	1	Bottom_right	1	1.863	5
III	S728	1	Bottom_right	2	1.809	5
III	S728	1	Bottom_right	3	1.888	5
III	S728	1	Bottom_right	4	1.81	5
III	S728	1	Bottom_right	5	1.785	5
III	S728	2	Bottom_right	1	1.934	5
III	S728	2	Bottom_right	2	1.755	5
III	S728	2	Bottom_right	3	1.856	5
III	S728	2	Bottom_right	4	1.955	5
III	S728	2	Bottom_right	5	1.89	5
III	S728	3	Bottom_right	1	1.913	5
III	S728	3	Bottom_right	2	1.836	5
III	S728	3	Bottom_right	3	1.964	5
III	S728	3	Bottom_right	4	1.985	5
III	S728	3	Bottom_right	5	2.008	5
III	S728	4	Bottom_right	1	1.907	5
III	S728	4	Bottom_right	2	1.836	5
III	S728	4	Bottom_right	3	1.921	5
III	S728	4	Bottom_right	4	1.911	5
III	S728	4	Bottom_right	5	1.916	5
III	S728	5	Bottom_right	1	1.88	5
III	S728	5	Bottom_right	2	1.836	5
III	S728	5	Bottom_right	3	1.873	5
III	S728	5	Bottom_right	4	1.938	5
III	S728	5	Bottom_right	5	1.899	5
IV	R105	1	Bottom_right	1	1.097	2.426
IV	R105	1	Bottom_right	2	1.068	2.394
IV	R105	1	Bottom_right	3	1.119	2.378
IV	R105	1	Bottom_right	4	1.088	2.391
IV	R105	1	Bottom_right	5	1.12	2.425
IV	R105	2	Bottom_right	1	1.06	2.761
IV	R105	2	Bottom_right	2	0.987	2.631
IV	R105	2	Bottom_right	3	1.065	2.716
IV	R105	2	Bottom_right	4	1.09	2.726
IV	R105	2	Bottom_right	5	1.062	2.723
IV	R105	3	Bottom_right	1	1.136	2.715
IV	R105	3	Bottom_right	2	1.071	2.691
IV	R105	3	Bottom_right	3	1.154	2.66
IV	R105	3	Bottom_right	4	1.17	2.668
IV	R105	3	Bottom_right	5	1.139	2.714
IV	R105	4	Bottom_right	1	1.137	2.634
IV	R105	4	Bottom_right	2	1.097	2.572
IV	R105	4	Bottom_right	3	1.185	2.585
IV	R105	4	Bottom_right	4	1.132	2.595
IV	R105	4	Bottom_right	5	1.13	2.621
IV	R105	5	Bottom_right	1	1.107	3.182
IV	R105	5	Bottom_right	2	1.028	3.29
IV	R105	5	Bottom_right	3	1.147	3.279
IV	R105	5	Bottom_right	4	1.127	3.381
IV	R105	5	Bottom_right	5	1.111	3.343
IV	R1334	1	Bottom_right	1	1.884	5
IV	R1334	1	Bottom_right	2	1.821	5
IV	R1334	1	Bottom_right	3	1.85	5
IV	R1334	1	Bottom_right	4	1.863	5
IV	R1334	1	Bottom_right	5	1.821	5
IV	R1334	2	Bottom_right	1	1.607	5
IV	R1334	2	Bottom_right	2	1.53	5
IV	R1334	2	Bottom_right	3	1.591	5
IV	R1334	2	Bottom_right	4	1.599	5
IV	R1334	2	Bottom_right	5	1.59	5
IV	R1334	3	Bottom_right	1	1.89	5
IV	R1334	3	Bottom_right	2	1.762	5
IV	R1334	3	Bottom_right	3	1.813	5
IV	R1334	3	Bottom_right	4	1.847	5
IV	R1334	3	Bottom_right	5	1.807	5
IV	R1334	4	Bottom_right	1	1.819	5
IV	R1334	4	Bottom_right	2	1.717	5
IV	R1334	4	Bottom_right	3	1.779	5
IV	R1334	4	Bottom_right	4	1.815	5
IV	R1334	4	Bottom_right	5	1.735	5
IV	R1334	5	Bottom_right	1	1.817	5
IV	R1334	5	Bottom_right	2	1.835	5
IV	R1334	5	Bottom_right	3	1.815	5
IV	R1334	5	Bottom_right	4	1.827	5
IV	R1334	5	Bottom_right	5	1.826	5
IV	R483D1	1	Bottom_right	1	1.649	2.929
IV	R483D1	1	Bottom_right	2	1.566	2.986
IV	R483D1	1	Bottom_right	3	1.654	2.965
IV	R483D1	1	Bottom_right	4	1.643	2.948
IV	R483D1	1	Bottom_right	5	1.649	2.847
IV	R483D1	2	Bottom_right	1	1.467	2.929
IV	R483D1	2	Bottom_right	2	1.433	2.875
IV	R483D1	2	Bottom_right	3	1.521	2.904
IV	R483D1	2	Bottom_right	4	1.494	2.904
IV	R483D1	2	Bottom_right	5	1.469	2.912
IV	R483D1	3	Bottom_right	1	1.572	2.893
IV	R483D1	3	Bottom_right	2	1.513	2.786
IV	R483D1	3	Bottom_right	3	1.57	2.892
IV	R483D1	3	Bottom_right	4	1.567	2.898
IV	R483D1	3	Bottom_right	5	1.578	2.823
IV	R483D1	4	Bottom_right	1	1.522	2.912
IV	R483D1	4	Bottom_right	2	1.46	2.875
IV	R483D1	4	Bottom_right	3	1.535	2.806
IV	R483D1	4	Bottom_right	4	1.501	2.884
IV	R483D1	4	Bottom_right	5	1.505	2.859
IV	R483D1	5	Bottom_right	1	1.473	2.896
IV	R483D1	5	Bottom_right	2	1.435	2.823
IV	R483D1	5	Bottom_right	3	1.455	2.885
IV	R483D1	5	Bottom_right	4	1.469	2.843
IV	R483D1	5	Bottom_right	5	1.462	2.858
IV	R670	1	Bottom_right	1	1.985	3.167
IV	R670	1	Bottom_right	2	1.926	2.997
IV	R670	1	Bottom_right	3	1.97	2.925
IV	R670	1	Bottom_right	4	1.981	3.009
IV	R670	1	Bottom_right	5	1.964	3.024
IV	R670	2	Bottom_right	1	1.616	3.165
IV	R670	2	Bottom_right	2	1.429	3.102
IV	R670	2	Bottom_right	3	1.662	3.105
IV	R670	2	Bottom_right	4	1.553	3.133
IV	R670	2	Bottom_right	5	1.614	3.061
IV	R670	3	Bottom_right	1	2.021	3.397
IV	R670	3	Bottom_right	2	1.825	3.38
IV	R670	3	Bottom_right	3	1.937	3.335
IV	R670	3	Bottom_right	4	2.012	3.324
IV	R670	3	Bottom_right	5	2.009	3.366
IV	R670	4	Bottom_right	1	1.569	3.426
IV	R670	4	Bottom_right	2	1.549	3.391
IV	R670	4	Bottom_right	3	1.551	3.366
IV	R670	4	Bottom_right	4	1.566	3.353
IV	R670	4	Bottom_right	5	1.575	3.379
IV	R670	5	Bottom_right	1	1.792	3.286
IV	R670	5	Bottom_right	2	1.747	3.366
IV	R670	5	Bottom_right	3	1.798	3.35
IV	S728	1	Bottom_right	1	1.893	5
IV	S728	1	Bottom_right	2	1.781	5
IV	S728	1	Bottom_right	3	1.957	5
IV	S728	1	Bottom_right	4	1.913	5
IV	S728	1	Bottom_right	5	1.923	5
IV	S728	2	Bottom_right	1	1.816	5
IV	S728	2	Bottom_right	2	1.81	5
IV	S728	2	Bottom_right	3	1.836	5
IV	S728	2	Bottom_right	4	1.829	5
IV	S728	2	Bottom_right	5	1.824	5
IV	S728	3	Bottom_right	1	1.786	5
IV	S728	3	Bottom_right	2	1.753	5
IV	S728	3	Bottom_right	3	1.768	5
IV	S728	3	Bottom_right	4	1.76	5
IV	S728	3	Bottom_right	5	1.759	5
IV	S728	4	Bottom_right	1	1.679	5
IV	S728	4	Bottom_right	2	1.601	5
IV	S728	4	Bottom_right	3	1.703	5
IV	S728	4	Bottom_right	4	1.661	5
IV	S728	4	Bottom_right	5	1.676	5
IV	S728	5	Bottom_right	1	1.679	5
IV	S728	5	Bottom_right	2	1.65	5
IV	S728	5	Bottom_right	3	1.679	5
IV	S728	5	Bottom_right	4	1.677	5
IV	S728	5	Bottom_right	5	1.676	5
IV	S782	1	Bottom_right	1	1.217	3.956
IV	S782	1	Bottom_right	2	1.141	3.975
IV	S782	1	Bottom_right	3	1.247	3.956
IV	S782	1	Bottom_right	4	1.226	3.96
IV	S782	1	Bottom_right	5	1.212	3.981
IV	S782	2	Bottom_right	1	1.183	4.164
IV	S782	2	Bottom_right	2	1.103	4.186
IV	S782	2	Bottom_right	3	1.205	4.171
IV	S782	2	Bottom_right	4	1.186	4.117
IV	S782	2	Bottom_right	5	1.181	4.115
IV	S782	3	Bottom_right	1	1.109	4.256
IV	S782	3	Bottom_right	2	1.076	4.232
IV	S782	3	Bottom_right	3	1.119	4.264
IV	S782	3	Bottom_right	4	1.157	4.224
IV	S782	3	Bottom_right	5	1.105	4.252
IV	S782	4	Bottom_right	1	1.14	4.37
IV	S782	4	Bottom_right	2	1.065	4.301
IV	S782	4	Bottom_right	3	1.15	4.31
IV	S782	4	Bottom_right	4	1.151	4.295
IV	S782	4	Bottom_right	5	1.146	4.281
IV	S782	5	Bottom_right	1	1.069	4.364
IV	S782	5	Bottom_right	2	1.013	4.371
IV	S782	5	Bottom_right	3	1.071	4.37
IV	S782	5	Bottom_right	4	1.063	4.373
IV	S782	5	Bottom_right	5	1.063	4.389
V	R29	1	Bottom_right	1	0.962	2.467
V	R29	1	Bottom_right	2	0.941	2.483
V	R29	1	Bottom_right	3	0.986	2.396
V	R29	1	Bottom_right	4	0.958	2.592
V	R29	1	Bottom_right	5	0.975	2.407
V	R29	2	Bottom_right	1	0.963	3.275
V	R29	2	Bottom_right	2	0.966	3.217
V	R29	2	Bottom_right	3	0.979	3.322
V	R29	2	Bottom_right	4	0.976	3.169
V	R29	2	Bottom_right	5	0.966	3.2
V	R29	3	Bottom_right	1	0.875	2.866
V	R29	3	Bottom_right	2	0.909	2.883
V	R29	3	Bottom_right	3	0.895	2.778
V	R29	3	Bottom_right	4	0.907	2.864
V	R29	3	Bottom_right	5	0.905	2.849
V	R29	4	Bottom_right	1	0.92	2.627
V	R29	4	Bottom_right	2	0.893	2.655
V	R29	4	Bottom_right	3	0.917	2.658
V	R29	4	Bottom_right	4	0.908	2.584
V	R29	4	Bottom_right	5	0.923	2.564
V	R29	5	Bottom_right	1	0.834	
V	R29	5	Bottom_right	2	0.83	
V	R29	5	Bottom_right	3	0.841	
V	R29	5	Bottom_right	4	0.828	
V	R29	5	Bottom_right	5	0.83	
V	R85	1	Bottom_right	1	0.797	2.086
V	R85	1	Bottom_right	2	0.748	2
V	R85	1	Bottom_right	3	0.795	2.005
V	R85	1	Bottom_right	4	0.789	2.007
V	R85	1	Bottom_right	5	0.794	2.021
V	R85	2	Bottom_right	1	0.805	2.118
V	R85	2	Bottom_right	2	0.777	2.222
V	R85	2	Bottom_right	3	0.804	2.04
V	R85	2	Bottom_right	4	0.801	2.21
V	R85	2	Bottom_right	5	0.805	2.172
V	R85	3	Bottom_right	1	0.798	2.136
V	R85	3	Bottom_right	2	0.775	2.186
V	R85	3	Bottom_right	3	0.805	2.073
V	R85	3	Bottom_right	4	0.797	2.139
V	R85	3	Bottom_right	5	0.811	2.018
V	R85	4	Bottom_right	1	0.802	2.322
V	R85	4	Bottom_right	2	0.789	2.305
V	R85	4	Bottom_right	3	0.796	2.276
V	R85	4	Bottom_right	4	0.794	2.366
V	R85	4	Bottom_right	5	0.798	2.203
V	R85	5	Bottom_right	1	0.83	2.239
V	R85	5	Bottom_right	2	0.77	2.275
V	R85	5	Bottom_right	3	0.811	2.355
V	R85	5	Bottom_right	4	0.815	2.214
V	R85	5	Bottom_right	5	0.833	2.243
V	Rs	2	Mid_left	1	0.712	0.7722
V	Rs	2	Mid_left	2	0.676	0.718
V	Rs	2	Mid_left	3	0.707	0.7456
V	Rs	2	Mid_left	4	0.709	0.7346
V	Rs	2	Mid_left	5	0.712	0.7552
V	Rs	2	Bottom_right	1	0.764	1
V	Rs	2	Bottom_right	2	0.741	1
V	Rs	2	Bottom_right	3	0.745	1.009
V	Rs	2	Bottom_right	4	0.753	1.003
V	Rs	2	Bottom_right	5	0.753	1.068
V	Rs	2	Bottom_left	1	0.763	0.8462
V	Rs	2	Bottom_left	2	0.722	0.7982
V	Rs	2	Bottom_left	3	0.756	0.7962
V	Rs	2	Bottom_left	4	0.733	0.837
V	Rs	2	Bottom_left	5	0.753	0.8316
V	Rs	2	Bottom_center	1	0.676	1.085
V	Rs	2	Bottom_center	2	0.651	1.068
V	Rs	2	Bottom_center	3	0.683	1.035
V	Rs	2	Bottom_center	4	0.671	1.031
V	Rs	2	Bottom_center	5	0.671	1.017
V	Rs	3	Top_right	1	0.729	1.119
V	Rs	3	Top_right	2	0.717	1.147
V	Rs	3	Top_right	3	0.705	1.112
V	Rs	3	Top_right	4	0.723	1.076
V	Rs	3	Top_right	5	0.719	1.126
V	S805	1	Bottom_right	1	1.14	3.104
V	S805	1	Bottom_right	2	1.114	3.136
V	S805	1	Bottom_right	3	1.134	3.095
V	S805	1	Bottom_right	4	1.116	3.085
V	S805	1	Bottom_right	5	1.134	3.081
V	S805	2	Bottom_right	1	1.037	2.949
V	S805	2	Bottom_right	2	1.027	3.15
V	S805	2	Bottom_right	3	1.063	2.873
V	S805	2	Bottom_right	4	1.045	2.97
V	S805	2	Bottom_right	5	1.035	3.025
V	S805	3	Bottom_right	1	1.006	3.081
V	S805	3	Bottom_right	2	0.948	3.039
V	S805	3	Bottom_right	3	0.986	3.069
V	S805	3	Bottom_right	4	0.972	3.127
V	S805	3	Bottom_right	5	0.998	2.186
V	S805	4	Bottom_right	1	0.987	3.005
V	S805	4	Bottom_right	2	0.955	3.159
V	S805	4	Bottom_right	3	0.984	3.2
V	S805	4	Bottom_right	4	0.988	2.999
V	S805	4	Bottom_right	5	0.988	3.128
V	S805	5	Bottom_right	1	1.078	3.295
V	S805	5	Bottom_right	2	1.066	3.3
V	S805	5	Bottom_right	3	1.078	3.386
V	S805	5	Bottom_right	4	1.088	3.026
V	S805	5	Bottom_right	5	1.066	3.035
I	R22	1	Mid_left	1	1.089	1.089
I	R22	1	Mid_left	2	1.062	1.062
I	R22	1	Mid_left	3	1.068	1.068
I	R22	1	Mid_left	4	1.079	1.079
I	R22	1	Mid_left	5	1.047	1.047
I	R22	2	Mid_left	1	1.089	1.089
I	R22	2	Mid_left	2	1.099	1.099
I	R22	2	Mid_left	3	1.138	1.138
I	R22	2	Mid_left	4	1.157	1.157
I	R22	2	Mid_left	5	1.107	1.107
I	R22	3	Mid_left	1	1.078	1.078
I	R22	3	Mid_left	2	1.043	1.043
I	R22	3	Mid_left	3	1.079	1.079
I	R22	3	Mid_left	4	1.077	1.077
I	R22	3	Mid_left	5	1.09	1.09
I	R22	4	Mid_left	1	1.066	1.066
I	R22	4	Mid_left	2	1.054	1.054
I	R22	4	Mid_left	3	1.084	1.084
I	R22	4	Mid_left	4	1.099	1.099
I	R22	4	Mid_left	5	1.066	1.066
I	R22	5	Mid_left	1	1.078	1.078
I	R22	5	Mid_left	2	1.061	1.061
I	R22	5	Mid_left	3	1.112	1.112
I	R22	5	Mid_left	4	1.08	1.08
I	R22	5	Mid_left	5	1.079	1.079
I	R265	1	Mid_left	1	1.32	1.32
I	R265	1	Mid_left	2	1.29	1.29
I	R265	1	Mid_left	3	1.347	1.347
I	R265	1	Mid_left	4	1.316	1.316
I	R265	1	Mid_left	5	1.344	1.344
I	R265	2	Mid_left	1	1.367	1.367
I	R265	2	Mid_left	2	1.305	1.305
I	R265	2	Mid_left	3	1.365	1.365
I	R265	2	Mid_left	4	1.395	1.395
I	R265	2	Mid_left	5	1.38	1.38
I	R265	3	Mid_left	1	1.377	1.377
I	R265	3	Mid_left	2	1.324	1.324
I	R265	3	Mid_left	3	1.364	1.364
I	R265	3	Mid_left	4	1.384	1.384
I	R265	3	Mid_left	5	1.373	1.373
I	R265	4	Mid_left	1	1.355	1.355
I	R265	4	Mid_left	2	1.306	1.306
I	R265	4	Mid_left	3	1.355	1.355
I	R265	4	Mid_left	4	1.352	1.352
I	R265	4	Mid_left	5	1.337	1.337
I	R265	5	Mid_left	1	1.414	1.414
I	R265	5	Mid_left	2	1.374	1.374
I	R265	5	Mid_left	3	1.381	1.381
I	R265	5	Mid_left	4	1.405	1.405
I	R265	5	Mid_left	5	1.39	1.39
I	R4	1	Mid_left	1	1.179	1.179
I	R4	1	Mid_left	2	1.119	1.119
I	R4	1	Mid_left	3	1.186	1.186
I	R4	1	Mid_left	4	1.187	1.187
I	R4	1	Mid_left	5	1.191	1.191
I	R4	2	Mid_left	1	1.227	1.227
I	R4	2	Mid_left	2	1.191	1.191
I	R4	2	Mid_left	3	1.258	1.258
I	R4	2	Mid_left	4	1.251	1.251
I	R4	2	Mid_left	5	1.25	1.25
I	R4	3	Mid_left	1	1.215	1.215
I	R4	3	Mid_left	2	1.167	1.167
I	R4	3	Mid_left	3	1.214	1.214
I	R4	3	Mid_left	4	1.212	1.212
I	R4	3	Mid_left	5	1.203	1.203
I	R4	4	Mid_left	1	1.209	1.209
I	R4	4	Mid_left	2	1.179	1.179
I	R4	4	Mid_left	3	1.246	1.246
I	R4	4	Mid_left	4	1.216	1.216
I	R4	4	Mid_left	5	1.215	1.215
I	R4	5	Mid_left	1	1.194	1.194
I	R4	5	Mid_left	2	1.158	1.158
I	R4	5	Mid_left	3	1.226	1.226
I	R4	5	Mid_left	4	1.226	1.226
I	R4	5	Mid_left	5	1.182	1.182
I	R553	1	Mid_left	1	0.961	1.202
I	R553	1	Mid_left	2	0.953	1.1
I	R553	1	Mid_left	3	0.985	1.222
I	R553	1	Mid_left	4	0.955	1.16
I	R553	1	Mid_left	5	0.936	1.167
I	R553	2	Mid_left	1	0.961	1.076
I	R553	2	Mid_left	2	0.944	1.099
I	R553	2	Mid_left	3	0.964	1.174
I	R553	2	Mid_left	4	0.962	1.152
I	R553	2	Mid_left	5	0.918	1.133
I	R553	3	Mid_left	1	0.976	1.238
