Well	Value	Measurement_mode	Measurement_wavelength	Measurement_time	Filename
E7	0.9749	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
E8	0.5985	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
E9	1.0604	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
E10	1.0996	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
E11	1.0046	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
E12	0.0811	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F1	0.0849	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F2	1.0249	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F3	1.0277	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F4	0.9891	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F5	0.9571	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F6	0.955	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F7	0.9648	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F8	1.0108	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F9	1.0375	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F10	0.9725	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F11	1.0583	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
F12	0.0812	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G1	0.0864	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G2	0.9987	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G3	1.0119	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G4	1.2193	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G5	0.9989	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G6	1.0044	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G7	0.966	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G8	1.0008	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G9	1.0737	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G10	0.8581	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G11	1.0632	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
G12	0.0814	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H1	0.0815	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H2	0.0828	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H3	0.0837	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H4	0.0848	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H5	0.0826	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H6	0.0826	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H7	0.0823	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H8	0.0816	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H9	0.0826	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H10	0.0833	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H11	0.0822	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
H12	0.0831	Absorbance	600	2020-01-24 15:29:23	P102.xlsx
A1	153	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A2	119	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A3	140	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A4	124	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A5	119	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A6	111	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A7	133	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A8	111	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A9	117	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A10	123	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A11	121	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A12	134	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B1	133	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B2	343	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B3	415	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B4	316	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B5	336	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B6	576	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B7	383	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B8	323	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B9	675	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B10	312	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B11	391	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
B12	150	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C1	143	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C2	330	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C3	338	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C4	302	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C5	284	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C6	233	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C7	296	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C8	335	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C9	120	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C10	316	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C11	355	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
C12	128	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D1	116	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D2	319	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D3	314	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D4	310	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D5	331	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D6	309	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D7	314	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D8	290	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D9	270	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D10	327	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D11	347	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
D12	135	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E1	137	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E2	345	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E3	307	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E4	343	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E5	351	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E6	312	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E7	333	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E8	189	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E9	335	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E10	310	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E11	301	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
E12	130	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F1	135	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F2	356	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F3	328	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F4	312	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F5	307	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F6	319	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F7	322	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F8	364	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F9	311	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F10	355	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F11	335	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
F12	144	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G1	141	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G2	323	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G3	360	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G4	271	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G5	329	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G6	331	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G7	343	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G8	305	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G9	319	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G10	310	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G11	341	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
G12	135	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H1	137	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H2	121	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H3	137	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H4	134	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H5	131	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H6	132	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H7	126	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H8	124	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H9	126	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H10	140	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H11	129	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
H12	153	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:30:19	P102.xlsx
A1	76	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A2	62	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A3	68	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A4	79	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A5	61	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A6	62	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A7	58	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A8	66	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A9	63	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A10	66	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A11	63	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A12	73	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B1	67	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B2	542	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B3	699	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B4	481	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B5	535	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B6	1044	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B7	573	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B8	491	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B9	1288	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B10	486	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B11	618	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
B12	74	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C1	67	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C2	516	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C3	508	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C4	467	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C5	444	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C6	296	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C7	462	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C8	464	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C9	76	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C10	457	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C11	549	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
C12	77	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D1	61	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D2	546	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D3	481	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D4	455	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D5	465	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D6	500	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D7	459	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D8	446	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D9	394	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D10	504	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D11	558	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
D12	64	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E1	64	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E2	566	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E3	457	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E4	492	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E5	574	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E6	488	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E7	464	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E8	202	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E9	522	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E10	478	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E11	509	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
E12	71	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F1	77	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F2	551	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F3	519	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F4	441	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F5	454	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F6	485	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F7	474	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F8	507	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F9	477	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F10	505	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F11	517	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
F12	73	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G1	73	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G2	511	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G3	545	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G4	407	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G5	460	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G6	516	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G7	501	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G8	514	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G9	465	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G10	453	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G11	506	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
G12	78	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H1	62	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H2	69	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H3	68	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H4	66	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H5	69	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H6	76	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H7	75	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H8	55	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H9	69	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H10	64	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H11	71	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
H12	75	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:30:56	P102.xlsx
A1	0.7644	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
A2	0.7316	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
A3	0.7287	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
A4	0.7762	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
A5	0.7764	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
A6	0.7609	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
A7	0.8191	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
A8	0.8263	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
A9	0.8141	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
A10	0.8651	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
A11	0.9219	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
A12	0.9535	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B1	0.8408	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B2	1.1891	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B3	1.0679	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B4	1.1063	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B5	1.086	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B6	1.1642	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B7	1.0821	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B8	1.0658	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B9	0.879	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B10	1.1145	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B11	1.0768	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
B12	0.9023	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C1	0.8088	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C2	1.134	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C3	1.1061	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C4	1.082	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C5	1.093	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C6	0.9393	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C7	1.074	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C8	1.0271	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C9	0.9992	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C10	1.0314	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C11	1.0922	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
C12	0.96	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D1	0.8182	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D2	1.1312	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D3	1.0345	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D4	1.0138	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D5	1.114	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D6	0.9801	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D7	0.9823	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D8	0.9892	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D9	0.9857	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D10	1.1118	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D11	1.1617	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
D12	0.9414	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E1	0.8441	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E2	1.1757	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E3	1.0726	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E4	1.2063	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E5	1.152	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E6	0.9859	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E7	0.9698	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E8	0.9583	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E9	1.027	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E10	1.0664	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E11	1.1307	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
E12	1.0374	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F1	0.8035	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F2	1.1289	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F3	1.1262	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F4	1.0827	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F5	0.9207	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F6	1.1124	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F7	0.9589	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F8	1.114	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F9	1.084	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F10	1.0988	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F11	1.1128	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
F12	0.9536	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
G1	0.7971	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
G2	1.1289	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
G3	1.1796	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
G4	0.9776	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
G5	1.0428	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
G6	1.1151	Absorbance	600	2020-01-24 14:39:38	P102_Rs.xlsx
