Well	Value	Measurement_mode	Measurement_wavelength	Measurement_time	Filename
A1	64	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A2	69	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A3	57	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A4	70	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A5	63	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A6	67	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A7	65	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A8	62	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A9	74	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A10	65	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A11	72	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A12	64	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B1	68	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B2	68	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B3	484	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B4	597	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B5	516	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B6	604	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B7	528	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B8	555	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B9	512	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B10	506	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B11	554	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
B12	71	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C1	72	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C2	230	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C3	432	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C4	474	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C5	509	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C6	509	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C7	516	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C8	482	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C9	545	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C10	500	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C11	475	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
C12	62	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D1	66	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D2	192	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D3	488	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D4	476	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D5	467	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D6	467	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D7	541	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D8	508	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D9	452	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D10	773	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D11	470	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
D12	75	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E1	73	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E2	82	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E3	483	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E4	493	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E5	522	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E6	930	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E7	502	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E8	631	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E9	439	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E10	379	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E11	475	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
E12	65	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F1	65	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F2	289	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F3	492	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F4	479	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F5	489	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F6	505	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F7	486	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F8	469	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F9	450	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F10	745	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F11	627	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
F12	66	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G1	76	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G2	435	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G3	471	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G4	495	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G5	479	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G6	547	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G7	492	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G8	561	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G9	562	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G10	500	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G11	560	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
G12	73	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H1	60	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H2	72	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H3	76	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H4	63	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H5	65	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H6	66	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H7	73	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H8	60	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H9	62	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H10	77	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H11	61	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
H12	75	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 16:02:26	P97.xlsx
A1	0.7978	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A2	0.8762	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A3	0.8318	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A4	0.8482	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A5	0.8718	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A6	0.8417	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A7	0.8463	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A8	0.8426	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A9	0.8525	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A10	0.8472	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A11	0.8764	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A12	0.8913	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B1	0.7926	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B2	0.9135	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B3	0.9683	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B4	1.0973	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B5	1.0973	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B6	1.0618	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B7	1.0886	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B8	1.0988	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B9	1.0694	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B10	1.0655	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B11	1.0363	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
B12	0.9269	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C1	0.796	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C2	0.8484	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C3	0.958	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C4	1.1235	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C5	1.1165	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C6	1.0664	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C7	1.0007	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C8	1.0722	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C9	1.1282	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C10	1.053	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C11	1.0649	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
C12	0.8968	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D1	0.8131	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D2	0.9187	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D3	1.0298	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D4	1.1456	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D5	1.1116	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D6	1.1455	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D7	1.1399	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D8	1.0657	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D9	1.0694	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D10	0.9743	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D11	1.0824	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
D12	0.9839	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E1	0.8209	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E2	0.8817	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E3	1.0908	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E4	1.1067	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E5	1.1112	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E6	1.0485	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E7	1.1139	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E8	1.1556	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E9	1.0603	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E10	1.0665	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E11	1.0833	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
E12	0.918	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F1	0.8298	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F2	1.0288	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F3	1.1355	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F4	1.1194	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F5	1.1099	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F6	1.1123	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F7	1.0703	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F8	1.0461	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F9	1.0997	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F10	1.1467	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F11	1.1288	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
F12	0.8987	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G1	0.7726	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G2	1.0416	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G3	1.1456	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G4	1.1438	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G5	1.1244	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G6	1.101	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G7	1.1413	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G8	1.087	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G9	1.0899	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G10	1.0704	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G11	1.1009	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
G12	0.8993	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H1	0.7184	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H2	0.8689	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H3	0.9333	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H4	0.902	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H5	0.8388	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H6	0.8534	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H7	0.8467	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H8	0.8383	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H9	0.8968	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H10	0.8227	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H11	0.8243	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
H12	0.8714	Absorbance	600	2020-01-24 14:59:29	P97_Rs.xlsx
A1	1629	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A2	2047	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A3	2163	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A4	2374	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A5	2376	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A6	2369	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A7	2388	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A8	2292	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A9	2290	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A10	2200	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A11	2322	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A12	2614	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B1	1902	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B2	2215	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B3	826	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B4	788	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B5	859	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B6	670	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B7	783	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B8	821	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B9	696	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B10	699	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B11	706	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
B12	2485	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C1	1777	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C2	1192	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C3	697	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C4	814	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C5	695	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C6	655	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C7	601	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C8	661	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C9	770	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C10	660	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C11	705	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
C12	2502	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D1	2043	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D2	1987	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D3	835	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D4	933	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D5	823	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D6	823	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D7	861	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D8	622	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D9	757	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D10	667	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D11	773	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
D12	2892	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E1	2061	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E2	1677	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E3	627	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E4	793	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E5	765	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E6	699	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E7	785	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E8	858	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E9	748	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E10	1244	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E11	797	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
E12	2713	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F1	2035	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F2	1698	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F3	775	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F4	784	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F5	825	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F6	819	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F7	742	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F8	648	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F9	748	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F10	800	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F11	824	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
F12	2709	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G1	1728	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G2	1050	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G3	971	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G4	849	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G5	759	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G6	693	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G7	916	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G8	658	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G9	690	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G10	690	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G11	778	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
G12	2998	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H1	1615	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H2	2586	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H3	2782	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H4	2943	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H5	2404	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H6	2756	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H7	2764	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H8	2627	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H9	2707	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H10	2486	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H11	2483	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
H12	2119	Fluorescence Bottom Reading	475nm/510nm	2020-01-24 15:00:24	P97_Rs.xlsx
A1	1298	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:01:02	P97_Rs.xlsx
A2	1676	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:01:02	P97_Rs.xlsx
A3	1625	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:01:02	P97_Rs.xlsx
A4	1759	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:01:02	P97_Rs.xlsx
A5	1796	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:01:02	P97_Rs.xlsx
A6	1695	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:01:02	P97_Rs.xlsx
A7	1770	Fluorescence Bottom Reading	485nm/535nm	2020-01-24 15:01:02	P97_Rs.xlsx
